file,line,column,type,code,message,docs,severity,link
admin/views/settings.php,22,1,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$saved&quot;.",,6,https://clientflow.wpclientflow.co.uk/wp-admin/plugin-editor.php?plugin=clientflow%2Fclientflow.php&file=clientflow%2Fadmin%2Fviews%2Fsettings.php&line=22
admin/views/settings.php,25,17,WARNING,WordPress.Security.ValidatedSanitizedInput.InputNotValidated,"Detected usage of a possibly undefined superglobal array index: $_SERVER[&#039;REQUEST_METHOD&#039;]. Check that the array index exists before using it.",,5,https://clientflow.wpclientflow.co.uk/wp-admin/plugin-editor.php?plugin=clientflow%2Fclientflow.php&file=clientflow%2Fadmin%2Fviews%2Fsettings.php&line=25
admin/views/settings.php,26,24,WARNING,WordPress.Security.ValidatedSanitizedInput.MissingUnslash,"$_POST[&#039;clientflow_settings_nonce&#039;] not unslashed before sanitization. Use wp_unslash() or similar",,5,https://clientflow.wpclientflow.co.uk/wp-admin/plugin-editor.php?plugin=clientflow%2Fclientflow.php&file=clientflow%2Fadmin%2Fviews%2Fsettings.php&line=26
admin/views/settings.php,26,24,WARNING,WordPress.Security.ValidatedSanitizedInput.InputNotSanitized,"Detected usage of a non-sanitized input variable: $_POST[&#039;clientflow_settings_nonce&#039;]",,5,https://clientflow.wpclientflow.co.uk/wp-admin/plugin-editor.php?plugin=clientflow%2Fclientflow.php&file=clientflow%2Fadmin%2Fviews%2Fsettings.php&line=26
admin/views/settings.php,28,9,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$fields&quot;.",,6,https://clientflow.wpclientflow.co.uk/wp-admin/plugin-editor.php?plugin=clientflow%2Fclientflow.php&file=clientflow%2Fadmin%2Fviews%2Fsettings.php&line=28
admin/views/settings.php,36,30,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$option&quot;.",,6,https://clientflow.wpclientflow.co.uk/wp-admin/plugin-editor.php?plugin=clientflow%2Fclientflow.php&file=clientflow%2Fadmin%2Fviews%2Fsettings.php&line=36
admin/views/settings.php,36,41,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$sanitizer&quot;.",,6,https://clientflow.wpclientflow.co.uk/wp-admin/plugin-editor.php?plugin=clientflow%2Fclientflow.php&file=clientflow%2Fadmin%2Fviews%2Fsettings.php&line=36
admin/views/settings.php,37,13,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$value&quot;.",,6,https://clientflow.wpclientflow.co.uk/wp-admin/plugin-editor.php?plugin=clientflow%2Fclientflow.php&file=clientflow%2Fadmin%2Fviews%2Fsettings.php&line=37
admin/views/settings.php,37,82,WARNING,WordPress.Security.ValidatedSanitizedInput.InputNotSanitized,"Detected usage of a non-sanitized input variable: $_POST[$option]",,5,https://clientflow.wpclientflow.co.uk/wp-admin/plugin-editor.php?plugin=clientflow%2Fclientflow.php&file=clientflow%2Fadmin%2Fviews%2Fsettings.php&line=37
admin/views/settings.php,42,9,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$_save_owner_id&quot;.",,6,https://clientflow.wpclientflow.co.uk/wp-admin/plugin-editor.php?plugin=clientflow%2Fclientflow.php&file=clientflow%2Fadmin%2Fviews%2Fsettings.php&line=42
admin/views/settings.php,59,9,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,"Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$saved&quot;.",,6,https://clientflow.wpclientflow.co.uk/wp-admin/plugin-editor.php?plugin=clientflow%2Fclientflow.php&file=clientflow%2Fadmin%2Fviews%2Fsettings.php&line=59
